115	45	65
113	41	61
111	42	62
117	48	68
113	46	65
106	41	59
96	27	49
111	42	64
104	37	55
97	31	49
107	35	56
114	40	61
116	38	59
110	38	57
98	25	46
101	29	49
100	25	47
97	30	48
104	36	53
112	42	59
110	40	58
109	41	58
108	38	56
104	34	52
99	34	52
106	36	54
105	33	51
103	31	51
103	35	52
103	35	52
96	29	47
98	31	50
103	33	51
108	38	56
107	37	55
106	41	58
98	33	50
99	32	51
114	36	58
108	36	55
102	30	48
97	25	46
111	36	57
98	23	44
108	31	53
99	28	50
176	20	44
173	25	41
171	20	26
163	0	32
170	15	39
157	0	33
185	29	57
178	23	47
175	25	51
171	18	42
167	7	33
172	20	41
181	31	46
178	32	47
176	20	44
175	18	43
213	62	70
33	8	8
34	11	10
34	13	14
36	11	14
36	10	13
202	61	72
200	61	71
209	62	76
205	57	69
183	53	71
38	13	16
36	11	12
36	11	14
36	10	10
36	10	13
38	13	15
38	13	15
37	12	15
38	13	16
37	12	15
192	39	65
144	74	82
152	80	90
157	86	95
152	78	88
155	79	90
152	77	93
147	72	87
143	67	85
139	62	74
170	96	105
152	80	90
158	85	95
152	79	91
155	82	92
140	66	86
139	65	80
155	85	94
152	82	91
144	73	83
153	81	91
160	89	96
150	80	89
137	65	76
151	83	96
133	61	72
149	75	91
155	78	97
138	60	77
128	42	55
130	39	52
129	38	53
123	35	51
128	41	57
128	41	57
109	30	53
116	40	60
118	34	56
122	35	53
140	52	68
134	49	66
131	48	64
123	39	60
122	34	51
123	36	52
115	30	43
127	36	51
125	35	52
129	38	51
123	34	46
124	35	46
133	41	54
119	31	49
131	48	62
137	53	65
135	51	64
136	52	66
127	42	58
133	45	59
134	46	61
123	34	57
131	37	61
133	40	57
129	50	67
120	36	57
137	57	76
127	50	65
127	46	61
127	41	54
122	37	51
123	34	46
126	35	47
94	1	18
105	10	21
105	10	19
111	9	19
99	6	18
102	10	21
103	11	23
105	10	24
114	18	31
106	12	25
109	14	23
99	3	24
98	2	22
96	2	13
98	0	15
98	0	15
96	2	16
112	15	25
102	10	21
91	1	18
115	19	30
96	7	26
100	13	28
100	13	28
92	7	25
95	6	25
104	13	28
99	1	10
110	18	32
109	19	29
105	10	28
102	12	30
107	17	27
103	9	27
97	9	28
100	13	31
105	10	19
113	12	20
111	8	13
94	0	9
103	7	19
94	1	15
99	6	16
99	3	21
100	3	20
95	6	18
99	3	24
110	16	24
131	50	50
124	42	44
123	35	38
123	38	39
150	51	44
168	64	53
197	82	67
198	85	65
200	86	64
194	78	57
201	85	62
206	91	65
206	89	66
115	28	34
118	31	39
122	38	40
128	43	44
126	47	45
131	51	57
120	36	40
126	47	43
117	33	36
187	77	53
193	81	66
201	87	63
206	91	70
190	75	56
168	64	54
126	41	41
123	33	34
204	90	71
193	81	63
202	86	68
202	85	74
183	75	67
119	38	47
119	38	47
179	74	65
179	74	65
191	86	78
189	84	66
207	101	83
203	96	81
194	92	68
200	95	75
188	84	73
194	90	69
183	84	58
128	46	54
127	48	64
122	41	60
120	40	51
164	57	55
199	91	81
203	92	82
135	53	63
134	49	57
130	46	55
199	94	73
203	97	82
218	111	89
109	16	31
117	26	41
110	18	34
108	10	28
112	20	32
112	20	32
113	20	31
111	15	29
123	27	36
103	11	22
110	18	35
113	25	40
116	28	43
101	15	31
111	24	45
122	31	45
112	25	45
115	27	44
112	30	48
107	29	46
114	29	43
117	29	44
114	23	37
115	24	38
114	25	41
107	27	41
102	12	33
108	19	33
116	25	41
104	9	26
101	5	22
124	29	35
113	20	31
111	15	31
117	25	37
121	29	37
118	24	41
118	26	39
106	16	28
117	26	42
111	29	43
108	29	42
117	29	43
120	28	42
104	15	34
99	12	30
99	12	30
111	19	37
105	15	27
102	7	28
98	2	19
131	31	44
147	56	65
162	70	80
146	53	63
140	42	55
132	40	50
129	32	46
136	44	58
136	44	58
132	41	55
129	36	50
121	31	48
121	34	51
134	42	55
136	42	57
129	37	48
131	36	45
131	31	47
132	35	48
173	0	0
170	0	0
170	0	0
177	0	0
165	0	0
170	0	0
172	0	0
174	0	0
171	0	0
175	0	0
176	0	0
186	3	2
188	6	1
180	0	2
176	0	0
189	10	5
189	10	5
191	15	10
199	28	16
199	36	8
197	29	15
203	41	20
199	36	12
198	35	16
188	22	7
184	15	5
180	7	4
186	13	6
181	0	7
172	0	0
177	0	0
175	0	0
146	0	0
154	0	0
179	0	0
192	22	7
207	45	18
203	45	16
198	31	16
197	29	11
188	22	7
216	60	32
209	57	34
209	54	27
202	31	15
194	13	10
170	0	0
174	0	0
171	0	0
171	0	0
171	0	0
170	0	0
174	0	0
174	0	0
165	0	0
172	0	0
169	0	0
176	0	0
175	0	0
168	0	0
171	0	0
172	0	0
169	0	1
191	30	4
190	33	1
170	26	0
188	27	2
197	38	6
187	25	4
178	2	1
175	4	0
177	7	0
178	18	0
174	2	0
184	22	0
207	48	19
159	0	0
167	0	0
198	43	9
194	39	8
188	27	2
201	42	13
175	0	2
184	15	2
187	20	6
187	20	4
189	29	6
191	30	7
198	46	13
209	56	16
210	60	15
210	60	15
201	45	14
201	45	14
174	0	0
206	50	19
200	48	14
202	40	14
187	25	0
169	0	0
195	39	5
175	4	0
168	5	2
162	0	0
173	8	8
170	0	0
167	0	0
